stem,run_id,coating_gap,position,frame_number,split
image_1181,R1,1100,top-to-bottom-center-1,470,train
image_1182,R1,700,top-to-bottom-center,6,val
image_1183,R1,1100,top-to-bottom-center,132,train
image_1184,R1,600,top-to-bottom-center,174,train
image_1185,R7,700,middle,574,test_out
image_1186,R1,1100,top-to-bottom-center-1,425,train
image_1187,R1,900,top-to-bottom-center,434,train
image_1188,R1,600,top-to-bottom-center,394,train
image_1189,R1,1000,top-to-bottom-center,260,train
image_1190,R1,700,top-to-bottom-center,218,test_in
image_1191,R1,800,top-to-bottom-center,304,test_in
image_1192,R7,700,middle,500,test_out
image_1193,R1,1100,top-to-bottom-center-1,329,train
image_1194,R1,1000,top-to-bottom-center,395,train
image_1195,R1,800,top-to-bottom-center,479,train
image_1196,R1,900,top-to-bottom-center,221,train
image_1197,R1,1100,top-to-bottom-center-1,387,train
image_1198,R1,800,top-to-bottom-center,513,test_in
image_1199,R1,1100,top-to-bottom-center,264,train
image_1200,R1,600,top-to-bottom-center,387,test_in
image_1201,R1,800,top-to-bottom-center,651,train
image_1202,R1,1000,top-to-bottom-center,222,val
image_1203,R1,800,top-to-bottom-center,60,train
image_1204,R1,800,top-to-bottom-center,358,train
image_1205,R1,700,top-to-bottom-center,218,test_in
image_1206,R1,1100,top-to-bottom-center,254,train
image_1207,R1,1100,top-to-bottom-center,277,train
image_1208,R1,900,top-to-bottom-center,192,train
image_1209,R1,900,top-to-bottom-center,251,train
image_1210,R1,1000,top-to-bottom-center,260,train
image_1211,R1,800,top-to-bottom-center,316,train
image_1212,R1,1100,top-to-bottom-center,98,train
image_1213,R1,600,top-to-bottom-center,594,train
image_1214,R1,800,top-to-bottom-center,627,val
image_1215,R1,700,top-to-bottom-center,556,train
image_1216,R1,1100,top-to-bottom-center,147,train
image_1217,R1,800,top-to-bottom-center,513,test_in
image_1218,R1,600,top-to-bottom-center,596,train
image_1219,R1,900,top-to-bottom-center,275,train
image_1220,R1,800,top-to-bottom-center,631,train
image_1221,R1,900,top-to-bottom-center,512,train
image_1222,R1,1000,top-to-bottom-center,551,val
image_1223,R1,800,top-to-bottom-center,526,val
image_1224,R1,1100,top-to-bottom-center-1,315,val
image_1225,R1,900,top-to-bottom-center,166,train
image_1226,R1,1000,top-to-bottom-center,156,train
image_1227,R1,1000,top-to-bottom-center,487,train
image_1228,R1,700,top-to-bottom-center,321,train
image_1229,R1,1100,top-to-bottom-center,123,train
image_1230,R1,1100,top-to-bottom-center,254,train
image_1231,R1,900,top-to-bottom-center,493,train
image_1232,R1,700,top-to-bottom-center,587,val
image_1233,R1,900,top-to-bottom-center,362,train
image_1234,R1,1100,top-to-bottom-center,327,train
image_1235,R1,600,top-to-bottom-center,237,train
image_1236,R1,600,top-to-bottom-center,165,train
image_1237,R1,900,top-to-bottom-center,33,test_in
image_1238,R1,1100,top-to-bottom-center,297,val
image_1239,R1,600,top-to-bottom-center,165,train
image_1240,R1,1100,top-to-bottom-center,253,train
image_1241,R7,700,middle,520,test_out
image_1242,R1,1000,top-to-bottom-center,225,train
image_1243,R1,1000,top-to-bottom-center,180,train
image_1244,R1,700,top-to-bottom-center,6,val
image_1245,R1,700,top-to-bottom-center,77,train
image_1246,R1,900,top-to-bottom-center,362,train
image_1247,R1,1100,top-to-bottom-center,308,test_in
image_1248,R1,600,top-to-bottom-center,477,val
image_1249,R1,1000,top-to-bottom-center,550,train
image_1250,R7,700,middle,354,test_out
image_1251,R1,1100,top-to-bottom-center,287,train
image_1252,R1,1000,top-to-bottom-center,173,train
image_1253,R1,1100,top-to-bottom-center-1,235,test_in
image_1254,R1,1100,top-to-bottom-center,286,train
image_1255,R1,1100,top-to-bottom-center-1,205,val
image_1256,R1,1000,top-to-bottom-center,594,train
image_1257,R1,1100,top-to-bottom-center,0,train
image_1258,R1,1000,top-to-bottom-center,570,train
image_1259,R1,700,top-to-bottom-center,597,train
image_1260,R7,700,middle,512,test_out
image_1261,R1,1100,top-to-bottom-center,86,val
image_1262,R1,800,top-to-bottom-center,499,train
image_1263,R1,700,top-to-bottom-center,618,train
image_1264,R1,1100,top-to-bottom-center-1,493,train
image_1265,R1,1100,top-to-bottom-center,254,train
image_1266,R1,700,top-to-bottom-center,334,train
image_1267,R1,1100,top-to-bottom-center,302,val
image_1268,R1,1100,top-to-bottom-center-1,235,test_in
image_1269,R1,1100,top-to-bottom-center-1,250,train
image_1270,R1,700,top-to-bottom-center,580,train
image_1271,R1,600,top-to-bottom-center,63,val
image_1272,R1,800,top-to-bottom-center,623,train
image_1273,R1,1100,top-to-bottom-center-1,56,train
image_1274,R1,800,top-to-bottom-center,439,train
image_1275,R1,600,top-to-bottom-center,412,val
image_1276,R1,700,top-to-bottom-center,198,train
image_1277,R1,700,top-to-bottom-center,673,train
image_1278,R1,1100,top-to-bottom-center-1,250,train
image_1279,R1,800,top-to-bottom-center,408,train
image_1280,R1,800,top-to-bottom-center,513,test_in
image_1281,R1,800,top-to-bottom-center,479,train
image_1282,R1,1100,top-to-bottom-center-1,267,train
image_1283,R1,1000,top-to-bottom-center,338,train
image_1284,R1,900,top-to-bottom-center,611,train
image_1285,R1,1100,top-to-bottom-center-1,280,val
image_1286,R1,1000,top-to-bottom-center,156,train
image_1287,R1,900,top-to-bottom-center,565,train
image_1288,R1,600,top-to-bottom-center,569,val
image_1289,R1,1100,top-to-bottom-center-1,468,val
image_1290,R1,800,top-to-bottom-center,412,train
image_1291,R1,600,top-to-bottom-center,203,train
image_1292,R1,1100,top-to-bottom-center-1,241,train
image_1293,R1,1100,top-to-bottom-center-1,262,train
image_1294,R1,800,top-to-bottom-center,638,val
image_1295,R1,700,top-to-bottom-center,426,train
image_1296,R1,600,top-to-bottom-center,418,train
image_1297,R1,1100,top-to-bottom-center-1,96,train
image_1298,R1,1100,top-to-bottom-center,330,train
image_1299,R1,600,top-to-bottom-center,0,train
image_1300,R1,1100,top-to-bottom-center,223,train
image_1301,R1,900,top-to-bottom-center,593,train
image_1302,R1,1100,top-to-bottom-center,345,train
image_1303,R1,600,top-to-bottom-center,376,train
image_1304,R7,700,middle,503,test_out
image_1305,R1,800,top-to-bottom-center,358,train
image_1306,R1,700,top-to-bottom-center,44,train
image_1307,R1,700,top-to-bottom-center,387,train
image_1308,R1,1100,top-to-bottom-center-1,120,train
image_1309,R1,900,top-to-bottom-center,210,train
image_1310,R1,900,top-to-bottom-center,166,train
image_1311,R1,600,top-to-bottom-center,631,train
image_1312,R1,800,top-to-bottom-center,623,train
image_1313,R1,600,top-to-bottom-center,79,train
image_1314,R1,600,top-to-bottom-center,394,train
image_1315,R1,900,top-to-bottom-center,564,train
image_1316,R1,700,top-to-bottom-center,621,train
image_1317,R1,800,top-to-bottom-center,339,train
image_1318,R1,1100,top-to-bottom-center,386,train
image_1319,R1,700,top-to-bottom-center,329,train
image_1320,R1,1100,top-to-bottom-center-1,174,train
image_1321,R1,1100,top-to-bottom-center,167,val
image_1322,R1,900,top-to-bottom-center,179,val
image_1323,R1,1100,top-to-bottom-center,223,train
image_1324,R1,800,top-to-bottom-center,608,train
image_1325,R1,600,top-to-bottom-center,201,val
image_1326,R1,1100,top-to-bottom-center,77,train
image_1327,R1,1000,top-to-bottom-center,570,train
image_1328,R1,1100,top-to-bottom-center,43,train
image_1329,R1,800,top-to-bottom-center,561,train
image_1330,R1,900,top-to-bottom-center,37,val
image_1331,R1,1100,top-to-bottom-center,43,train
image_1332,R1,600,top-to-bottom-center,408,train
image_1333,R1,800,top-to-bottom-center,181,train
image_1334,R1,800,top-to-bottom-center,304,test_in
image_1335,R1,1100,top-to-bottom-center-1,447,train
image_1336,R1,1100,top-to-bottom-center,128,train
image_1337,R1,600,top-to-bottom-center,511,train
image_1338,R1,900,top-to-bottom-center,179,val
image_1339,R1,900,top-to-bottom-center,37,val
image_1340,R1,800,top-to-bottom-center,255,train
image_1341,R1,900,top-to-bottom-center,434,train
image_1342,R1,900,top-to-bottom-center,593,train
image_1343,R1,1100,top-to-bottom-center-1,225,val
image_1344,R1,600,top-to-bottom-center,394,train
image_1345,R1,1100,top-to-bottom-center,356,train
image_1346,R1,1000,top-to-bottom-center,209,train
image_1347,R1,800,top-to-bottom-center,367,train
image_1348,R1,1000,top-to-bottom-center,395,train
image_1349,R1,700,top-to-bottom-center,306,train
image_1350,R1,800,top-to-bottom-center,105,train
image_1351,R1,700,top-to-bottom-center,312,train
image_1352,R1,1100,top-to-bottom-center,232,test_in
image_1353,R1,600,top-to-bottom-center,372,train
image_1354,R1,900,top-to-bottom-center,611,train
image_1355,R1,700,top-to-bottom-center,452,train
image_1356,R7,700,middle,581,test_out
image_1357,R1,700,top-to-bottom-center,279,train
image_1358,R1,700,top-to-bottom-center,572,val
image_1359,R1,1000,top-to-bottom-center,245,train
image_1360,R1,700,top-to-bottom-center,621,train
image_1361,R1,600,top-to-bottom-center,412,val
image_1362,R1,600,top-to-bottom-center,569,val
image_1363,R1,1100,top-to-bottom-center,245,train
image_1364,R1,1100,top-to-bottom-center,372,train
image_1365,R1,700,top-to-bottom-center,621,train
image_1366,R1,900,top-to-bottom-center,332,train
image_1367,R1,1000,top-to-bottom-center,173,train
image_1368,R1,1000,top-to-bottom-center,225,train
image_1369,R7,700,middle,574,test_out
image_1370,R1,600,top-to-bottom-center,631,train
image_1371,R1,1100,top-to-bottom-center-1,425,train
image_1372,R1,600,top-to-bottom-center,52,train
image_1373,R1,800,top-to-bottom-center,70,train
image_1374,R1,1100,top-to-bottom-center,254,train
image_1375,R1,1100,top-to-bottom-center,361,train
image_1376,R1,700,top-to-bottom-center,570,train
image_1377,R1,700,top-to-bottom-center,572,val
image_1378,R1,700,top-to-bottom-center,452,train
image_1379,R1,700,top-to-bottom-center,597,train
image_1380,R1,1100,top-to-bottom-center,264,train
image_1381,R1,1100,top-to-bottom-center,205,val
image_1382,R1,800,top-to-bottom-center,454,train
image_1383,R1,700,top-to-bottom-center,127,train
image_1384,R1,800,top-to-bottom-center,454,train
image_1385,R1,1100,top-to-bottom-center,124,train
image_1386,R1,1100,top-to-bottom-center,109,val
image_1387,R1,1000,top-to-bottom-center,245,train
image_1388,R1,600,top-to-bottom-center,376,train
image_1389,R1,1100,top-to-bottom-center,245,train
image_1390,R1,700,top-to-bottom-center,218,test_in
image_1391,R1,700,top-to-bottom-center,661,train
image_1392,R1,700,top-to-bottom-center,217,train
image_1393,R1,1100,top-to-bottom-center,253,train
image_1394,R1,700,top-to-bottom-center,217,train
image_1395,R1,1100,top-to-bottom-center,147,train
image_1396,R1,800,top-to-bottom-center,318,train
image_1397,R1,1000,top-to-bottom-center,225,train
image_1398,R7,700,middle,500,test_out
image_1399,R1,1100,top-to-bottom-center-1,470,train
image_1400,R1,1000,top-to-bottom-center,434,val
image_1401,R1,1100,top-to-bottom-center-1,447,train
image_1402,R1,1100,top-to-bottom-center,132,train
image_1403,R7,700,middle,221,test_out
image_1404,R1,600,top-to-bottom-center,432,train
image_1405,R1,1100,top-to-bottom-center,253,train
image_1406,R1,600,top-to-bottom-center,140,train
image_1407,R1,900,top-to-bottom-center,288,train
image_1408,R1,1100,top-to-bottom-center-1,289,train
image_1409,R7,700,middle,503,test_out
image_1410,R1,600,top-to-bottom-center,459,train
image_1411,R1,900,top-to-bottom-center,303,test_in
image_1412,R1,700,top-to-bottom-center,289,train
image_1413,R1,800,top-to-bottom-center,89,train
image_1414,R1,1100,top-to-bottom-center,109,val
image_1415,R1,700,top-to-bottom-center,673,train
image_1416,R1,800,top-to-bottom-center,72,train
image_1417,R1,800,top-to-bottom-center,439,train
image_1418,R1,1100,top-to-bottom-center-1,190,val
image_1419,R1,700,top-to-bottom-center,260,train
image_1420,R1,1000,top-to-bottom-center,461,train
image_1421,R1,900,top-to-bottom-center,192,train
image_1422,R1,600,top-to-bottom-center,412,val
image_1423,R1,900,top-to-bottom-center,557,val
image_1424,R1,800,top-to-bottom-center,408,train
image_1425,R1,700,top-to-bottom-center,189,val
image_1426,R1,700,top-to-bottom-center,661,train
image_1427,R1,600,top-to-bottom-center,457,train
image_1428,R1,700,top-to-bottom-center,254,train
image_1429,R1,1000,top-to-bottom-center,245,train
image_1430,R1,1100,top-to-bottom-center-1,220,train
image_1431,R1,1000,top-to-bottom-center,594,train
image_1432,R1,900,top-to-bottom-center,234,train
image_1433,R1,1000,top-to-bottom-center,96,val
image_1434,R1,1100,top-to-bottom-center,384,val
image_1435,R1,800,top-to-bottom-center,60,train
image_1436,R7,700,middle,120,test_out
image_1437,R1,600,top-to-bottom-center,569,val
image_1438,R1,600,top-to-bottom-center,387,test_in
image_1439,R1,700,top-to-bottom-center,242,train
image_1440,R1,800,top-to-bottom-center,454,train
image_1441,R1,1100,top-to-bottom-center,239,train
image_1442,R1,1100,top-to-bottom-center-1,169,train
image_1443,R1,1100,top-to-bottom-center-1,470,train
image_1444,R1,700,top-to-bottom-center,334,train
image_1445,R1,800,top-to-bottom-center,554,val
image_1446,R7,700,middle,503,test_out
image_1447,R1,600,top-to-bottom-center,140,train
image_1448,R1,1100,top-to-bottom-center-1,397,train
image_1449,R1,600,top-to-bottom-center,356,train
image_1450,R1,600,top-to-bottom-center,603,train
image_1451,R1,700,top-to-bottom-center,648,train
image_1452,R1,800,top-to-bottom-center,499,train
image_1453,R1,800,top-to-bottom-center,627,val
image_1454,R1,900,top-to-bottom-center,347,train
image_1455,R1,1100,top-to-bottom-center,43,train
image_1456,R1,900,top-to-bottom-center,444,train
image_1457,R1,900,top-to-bottom-center,288,train
image_1458,R1,800,top-to-bottom-center,513,test_in
image_1459,R1,1100,top-to-bottom-center-1,161,train
image_1460,R1,1100,top-to-bottom-center,345,train
image_1461,R1,900,top-to-bottom-center,376,val
image_1462,R1,700,top-to-bottom-center,321,train
image_1463,R1,1100,top-to-bottom-center-1,329,train
image_1464,R1,1100,top-to-bottom-center-1,468,val
image_1465,R1,900,top-to-bottom-center,10,train
image_1466,R1,1100,top-to-bottom-center,264,train
image_1467,R1,1000,top-to-bottom-center,8,val
image_1468,R1,900,top-to-bottom-center,303,test_in
image_1469,R1,1000,top-to-bottom-center,487,train
image_1470,R1,700,top-to-bottom-center,321,train
image_1471,R1,700,top-to-bottom-center,590,train
image_1472,R1,1100,top-to-bottom-center-1,161,train
image_1473,R1,800,top-to-bottom-center,540,train
image_1474,R1,600,top-to-bottom-center,596,train
image_1475,R1,600,top-to-bottom-center,432,train
image_1476,R1,1100,top-to-bottom-center,109,val
image_1477,R1,1100,top-to-bottom-center,361,train
image_1478,R1,1100,top-to-bottom-center,145,train
image_1479,R1,600,top-to-bottom-center,622,train
image_1480,R1,900,top-to-bottom-center,332,train
image_1481,R1,600,top-to-bottom-center,611,val
image_1482,R1,700,top-to-bottom-center,587,val
image_1483,R1,800,top-to-bottom-center,554,val
image_1484,R1,1100,top-to-bottom-center-1,120,train
image_1485,R7,700,middle,221,test_out
image_1486,R1,1100,top-to-bottom-center,264,train
image_1487,R1,600,top-to-bottom-center,553,train
image_1488,R1,700,top-to-bottom-center,621,train
image_1489,R1,900,top-to-bottom-center,221,train
image_1490,R1,1000,top-to-bottom-center,487,train
image_1491,R1,900,top-to-bottom-center,263,train
image_1492,R1,1000,top-to-bottom-center,569,val
image_1493,R1,1100,top-to-bottom-center,132,train
image_1494,R1,600,top-to-bottom-center,63,val
image_1495,R1,700,top-to-bottom-center,426,train
image_1496,R1,800,top-to-bottom-center,80,train
image_1497,R1,1000,top-to-bottom-center,170,train
image_1498,R1,800,top-to-bottom-center,627,val
image_1499,R1,600,top-to-bottom-center,140,train
image_1500,R1,800,top-to-bottom-center,554,val
image_1501,R1,1100,top-to-bottom-center-1,56,train
image_1502,R1,800,top-to-bottom-center,318,train
image_1503,R1,900,top-to-bottom-center,444,train
image_1504,R1,900,top-to-bottom-center,221,train
image_1505,R7,700,middle,581,test_out
image_1506,R1,1100,top-to-bottom-center,384,val
image_1507,R1,1100,top-to-bottom-center,161,val
image_1508,R1,700,top-to-bottom-center,44,train
image_1509,R1,600,top-to-bottom-center,356,train
image_1510,R1,900,top-to-bottom-center,347,train
image_1511,R1,1100,top-to-bottom-center,302,val
image_1512,R1,1100,top-to-bottom-center,77,train
image_1513,R1,700,top-to-bottom-center,373,test_in
image_1514,R1,700,top-to-bottom-center,364,val
image_1515,R1,900,top-to-bottom-center,210,train
image_1516,R1,1100,top-to-bottom-center,342,train
image_1517,R1,1000,top-to-bottom-center,134,train
image_1518,R1,1100,top-to-bottom-center,386,train
image_1519,R1,700,top-to-bottom-center,306,train
image_1520,R1,700,top-to-bottom-center,387,train
image_1521,R7,700,middle,343,test_out
image_1522,R1,800,top-to-bottom-center,439,train
image_1523,R1,900,top-to-bottom-center,290,val
image_1524,R1,1000,top-to-bottom-center,180,train
image_1525,R1,1100,top-to-bottom-center-1,220,train
image_1526,R1,800,top-to-bottom-center,473,val
image_1527,R1,900,top-to-bottom-center,207,val
image_1528,R1,600,top-to-bottom-center,622,train
image_1529,R1,800,top-to-bottom-center,358,train
image_1530,R1,700,top-to-bottom-center,279,train
image_1531,R7,700,middle,208,test_out
image_1532,R1,800,top-to-bottom-center,651,train
image_1533,R1,600,top-to-bottom-center,408,train
image_1534,R1,900,top-to-bottom-center,405,train
image_1535,R1,600,top-to-bottom-center,53,train
image_1536,R1,700,top-to-bottom-center,590,train
image_1537,R1,600,top-to-bottom-center,311,train
image_1538,R1,1100,top-to-bottom-center-1,342,train
image_1539,R1,900,top-to-bottom-center,288,train
image_1540,R1,1100,top-to-bottom-center,330,train
image_1541,R1,1000,top-to-bottom-center,461,train
image_1542,R7,700,middle,512,test_out
image_1543,R7,700,middle,553,test_out
image_1544,R1,600,top-to-bottom-center,376,train
image_1545,R1,1100,top-to-bottom-center-1,329,train
image_1546,R1,700,top-to-bottom-center,329,train
image_1547,R1,600,top-to-bottom-center,659,train
image_1548,R1,1100,top-to-bottom-center,177,train
image_1549,R1,800,top-to-bottom-center,367,train
image_1550,R1,600,top-to-bottom-center,394,train
image_1551,R1,600,top-to-bottom-center,372,train
image_1552,R1,900,top-to-bottom-center,565,train
image_1553,R1,800,top-to-bottom-center,526,val
image_1554,R1,1100,top-to-bottom-center,175,val
image_1555,R1,1100,top-to-bottom-center,218,train
image_1556,R1,800,top-to-bottom-center,439,train
image_1557,R1,900,top-to-bottom-center,418,train
image_1558,R1,900,top-to-bottom-center,564,train
image_1559,R1,800,top-to-bottom-center,492,train
image_1560,R1,800,top-to-bottom-center,608,train
image_1561,R1,1000,top-to-bottom-center,287,train
image_1562,R1,600,top-to-bottom-center,52,train
image_1563,R1,1100,top-to-bottom-center-1,397,train
image_1564,R1,900,top-to-bottom-center,10,train
image_1565,R1,800,top-to-bottom-center,412,train
image_1566,R1,600,top-to-bottom-center,586,train
image_1567,R1,1100,top-to-bottom-center,109,val
image_1568,R1,1100,top-to-bottom-center-1,402,train
image_1569,R1,900,top-to-bottom-center,332,train
image_1570,R1,800,top-to-bottom-center,641,train
image_1571,R1,1100,top-to-bottom-center,262,train
image_1572,R1,800,top-to-bottom-center,627,val
image_1573,R1,1100,top-to-bottom-center,123,train
image_1574,R1,1100,top-to-bottom-center,308,test_in
image_1575,R7,700,middle,566,test_out
image_1576,R1,1100,top-to-bottom-center-1,280,val
image_1577,R1,1100,top-to-bottom-center,330,train
image_1578,R1,600,top-to-bottom-center,594,train
image_1579,R1,1000,top-to-bottom-center,209,train
image_1580,R1,900,top-to-bottom-center,405,train
image_1581,R1,1100,top-to-bottom-center-1,493,train
image_1582,R1,800,top-to-bottom-center,288,val
image_1583,R1,600,top-to-bottom-center,412,val
image_1584,R1,800,top-to-bottom-center,631,train
image_1585,R1,600,top-to-bottom-center,152,val
image_1586,R1,1100,top-to-bottom-center-1,425,train
image_1587,R1,800,top-to-bottom-center,86,train
image_1588,R1,1100,top-to-bottom-center,123,train
image_1589,R1,900,top-to-bottom-center,234,train
image_1590,R1,1100,top-to-bottom-center-1,447,train
image_1591,R1,1100,top-to-bottom-center,281,train
image_1592,R1,1100,top-to-bottom-center,218,train
image_1593,R1,1000,top-to-bottom-center,287,train
image_1594,R1,600,top-to-bottom-center,394,train
image_1595,R1,700,top-to-bottom-center,590,train
image_1596,R1,800,top-to-bottom-center,526,val
image_1597,R1,700,top-to-bottom-center,426,train
image_1598,R1,1100,top-to-bottom-center,372,train
image_1599,R1,800,top-to-bottom-center,269,train
image_1600,R1,700,top-to-bottom-center,312,train
image_1601,R1,800,top-to-bottom-center,412,train
image_1602,R7,700,middle,520,test_out
image_1603,R7,700,middle,212,test_out
image_1604,R1,1100,top-to-bottom-center-1,329,train
image_1605,R1,1100,top-to-bottom-center-1,96,train
image_1606,R1,1100,top-to-bottom-center,361,train
image_1607,R1,1100,top-to-bottom-center-1,502,train
image_1608,R1,900,top-to-bottom-center,392,train
image_1609,R1,800,top-to-bottom-center,641,train
image_1610,R1,800,top-to-bottom-center,554,val
image_1611,R1,1100,top-to-bottom-center-1,338,train
image_1612,R1,700,top-to-bottom-center,312,train
image_1613,R1,600,top-to-bottom-center,63,val
image_1614,R1,1100,top-to-bottom-center,302,val
image_1615,R1,800,top-to-bottom-center,473,val
image_1616,R1,900,top-to-bottom-center,126,train
image_1617,R7,700,middle,558,test_out
image_1618,R1,700,top-to-bottom-center,289,train
image_1619,R1,800,top-to-bottom-center,623,train
image_1620,R1,1100,top-to-bottom-center-1,481,train
image_1621,R1,700,top-to-bottom-center,618,train
image_1622,R1,1100,top-to-bottom-center,0,train
image_1623,R7,700,middle,100,test_out
image_1624,R1,900,top-to-bottom-center,316,val
image_1625,R1,1100,top-to-bottom-center,287,train
image_1626,R1,900,top-to-bottom-center,493,train
image_1627,R1,1100,top-to-bottom-center-1,174,train
image_1628,R7,700,middle,212,test_out
image_1629,R1,600,top-to-bottom-center,70,train
image_1630,R1,1000,top-to-bottom-center,338,train
image_1631,R1,1000,top-to-bottom-center,461,train
image_1632,R1,900,top-to-bottom-center,434,train
image_1633,R1,700,top-to-bottom-center,505,train
image_1634,R1,1100,top-to-bottom-center-1,387,train
image_1635,R1,1100,top-to-bottom-center,223,train
image_1636,R1,1000,top-to-bottom-center,384,train
image_1637,R1,900,top-to-bottom-center,316,val
image_1638,R1,1100,top-to-bottom-center,302,val
image_1639,R1,700,top-to-bottom-center,661,train
image_1640,R1,900,top-to-bottom-center,303,test_in
image_1641,R1,1000,top-to-bottom-center,458,train
image_1642,R1,800,top-to-bottom-center,454,train
image_1643,R1,1100,top-to-bottom-center-1,190,val
image_1644,R1,800,top-to-bottom-center,501,train
image_1645,R1,1100,top-to-bottom-center-1,470,train
image_1646,R7,700,middle,97,test_out
image_1647,R1,800,top-to-bottom-center,623,train
image_1648,R1,900,top-to-bottom-center,418,train
image_1649,R1,1100,top-to-bottom-center,205,val
image_1650,R1,1100,top-to-bottom-center,220,train
image_1651,R1,600,top-to-bottom-center,58,val
image_1652,R1,900,top-to-bottom-center,221,train
image_1653,R1,600,top-to-bottom-center,526,train
image_1654,R1,1000,top-to-bottom-center,8,val
image_1655,R1,800,top-to-bottom-center,501,train
image_1656,R1,1100,top-to-bottom-center-1,342,train
image_1657,R1,1100,top-to-bottom-center-1,342,train
image_1658,R1,1100,top-to-bottom-center-1,468,val
image_1659,R1,600,top-to-bottom-center,511,train
image_1660,R1,1000,top-to-bottom-center,170,train
image_1661,R1,800,top-to-bottom-center,526,val
image_1662,R1,900,top-to-bottom-center,611,train
image_1663,R1,700,top-to-bottom-center,289,train
image_1664,R1,700,top-to-bottom-center,279,train
image_1665,R1,900,top-to-bottom-center,512,train
image_1666,R1,700,top-to-bottom-center,364,val
image_1667,R1,1100,top-to-bottom-center-1,468,val
image_1668,R1,700,top-to-bottom-center,572,val
image_1669,R1,800,top-to-bottom-center,101,val
image_1670,R1,1100,top-to-bottom-center,144,test_in
image_1671,R1,800,top-to-bottom-center,316,train
image_1672,R1,700,top-to-bottom-center,289,train
image_1673,R1,700,top-to-bottom-center,228,train
image_1674,R1,800,top-to-bottom-center,6,train
image_1675,R7,700,middle,574,test_out
image_1676,R1,600,top-to-bottom-center,376,train
image_1677,R1,1100,top-to-bottom-center-1,161,train
image_1678,R1,900,top-to-bottom-center,564,train
image_1679,R1,1100,top-to-bottom-center-1,262,train
image_1680,R7,700,middle,260,test_out
image_1681,R1,600,top-to-bottom-center,631,train
image_1682,R1,1000,top-to-bottom-center,569,val
image_1683,R1,600,top-to-bottom-center,104,train
image_1684,R1,1100,top-to-bottom-center,245,train
image_1685,R1,1000,top-to-bottom-center,395,train
image_1686,R1,1100,top-to-bottom-center,191,val
image_1687,R1,700,top-to-bottom-center,590,train
image_1688,R1,700,top-to-bottom-center,373,test_in
image_1689,R1,600,top-to-bottom-center,611,val
image_1690,R1,1000,top-to-bottom-center,170,train
image_1691,R1,1000,top-to-bottom-center,180,train
image_1692,R1,1100,top-to-bottom-center,205,val
image_1693,R1,1100,top-to-bottom-center,308,test_in
image_1694,R7,700,middle,221,test_out
image_1695,R1,1000,top-to-bottom-center,225,train
image_1696,R1,900,top-to-bottom-center,444,train
image_1697,R7,700,middle,122,test_out
image_1698,R1,1100,top-to-bottom-center,161,val
image_1699,R1,700,top-to-bottom-center,597,train
image_1700,R1,1100,top-to-bottom-center,342,train
image_1701,R1,800,top-to-bottom-center,492,train
image_1702,R1,900,top-to-bottom-center,557,val
image_1703,R1,900,top-to-bottom-center,593,train
image_1704,R1,700,top-to-bottom-center,580,train
image_1705,R1,1100,top-to-bottom-center-1,250,train
image_1706,R1,900,top-to-bottom-center,251,train
image_1707,R1,600,top-to-bottom-center,511,train
image_1708,R1,800,top-to-bottom-center,89,train
image_1709,R1,1100,top-to-bottom-center-1,289,train
image_1710,R1,900,top-to-bottom-center,376,val
image_1711,R1,800,top-to-bottom-center,367,train
image_1712,R1,900,top-to-bottom-center,392,train
image_1713,R1,1000,top-to-bottom-center,458,train
image_1714,R1,900,top-to-bottom-center,194,train
image_1715,R1,1100,top-to-bottom-center,175,val
image_1716,R1,800,top-to-bottom-center,513,test_in
image_1717,R1,1100,top-to-bottom-center,218,train
image_1718,R1,1100,top-to-bottom-center,68,train
image_1719,R1,900,top-to-bottom-center,557,val
image_1720,R1,1000,top-to-bottom-center,395,train
image_1721,R1,700,top-to-bottom-center,225,test_in
image_1722,R1,600,top-to-bottom-center,594,train
image_1723,R1,1100,top-to-bottom-center-1,174,train
image_1724,R1,700,top-to-bottom-center,312,train
image_1725,R7,700,middle,520,test_out
image_1726,R1,600,top-to-bottom-center,203,train
image_1727,R1,1100,top-to-bottom-center-1,289,train
image_1728,R1,600,top-to-bottom-center,199,train
image_1729,R7,700,middle,566,test_out
image_1730,R1,700,top-to-bottom-center,329,train
image_1731,R1,1100,top-to-bottom-center,205,val
image_1732,R1,700,top-to-bottom-center,485,train
image_1733,R1,1100,top-to-bottom-center-1,250,train
image_1734,R1,700,top-to-bottom-center,618,train
image_1735,R1,1100,top-to-bottom-center-1,481,train
image_1736,R1,600,top-to-bottom-center,387,test_in
image_1737,R1,600,top-to-bottom-center,526,train
image_1738,R1,600,top-to-bottom-center,52,train
image_1739,R1,700,top-to-bottom-center,452,train
image_1740,R1,900,top-to-bottom-center,418,train
image_1741,R1,600,top-to-bottom-center,140,train
image_1742,R1,900,top-to-bottom-center,210,train
image_1743,R1,1100,top-to-bottom-center-1,169,train
image_1744,R1,800,top-to-bottom-center,408,train
image_1745,R1,900,top-to-bottom-center,564,train
image_1746,R1,1100,top-to-bottom-center,302,val
image_1747,R1,700,top-to-bottom-center,587,val
image_1748,R1,800,top-to-bottom-center,561,train
image_1749,R7,700,middle,512,test_out
image_1750,R1,700,top-to-bottom-center,364,val
image_1751,R1,900,top-to-bottom-center,263,train
image_1752,R1,900,top-to-bottom-center,288,train
